season,raceName,driverRef,first_set,stint_1,second_set,stint_2,third_set,stint_3,fourth_set,stint_4,fifth_set,stint_5,sixth_set,stint_6,total
2017,Bahrain Grand Prix,Romain Grosjean,Super soft,12,Super soft,19,Soft,26,,,,,,,57
2017,Bahrain Grand Prix,Nico Hulkenberg,Super soft,13,Soft,23,Super soft,21,,,,,,,57
2017,Bahrain Grand Prix,Esteban Ocon,Super soft,11,Super soft,26,Soft,20,,,,,,,57
2017,Bahrain Grand Prix,Pascal Wehrlein,Super soft,11,Soft,45,,,,,,,,,56
2017,Bahrain Grand Prix,Daniil Kvyat,Super soft,13,Soft,28,Super soft,15,,,,,,,56
2017,Bahrain Grand Prix,Jolyon Palmer,Super soft,13,Soft,24,Super soft,19,,,,,,,56
2017,Bahrain Grand Prix,Fernando Alonso,Super soft,13,Soft,23,Super soft,18,,,,,,,54
2017,Bahrain Grand Prix,Marcus Ericsson,Soft,33,Super soft,,,,,,,,,,33
2017,Bahrain Grand Prix,Carlos Sainz,Super soft,12,Super soft,,,,,,,,,,12
2017,Bahrain Grand Prix,Lance Stroll,Super soft,8,Soft,,,,,,,,,,8
2017,Bahrain Grand Prix,Max Verstappen,Super soft,,,,,,,,,,,,0
2017,Bahrain Grand Prix,Kevin Magnussen,Super soft,,,,,,,,,,,,0
2017,Bahrain Grand Prix,Stoffel Vandoorne,,,,,,,,,,,,,0
2015,Belgian Grand Prix,Lewis Hamilton,Soft,13,Medium,17,Soft,13,,,,,,,43
2015,Belgian Grand Prix,Nico Rosberg,Soft,12,Medium,19,Soft,12,,,,,,,43
2015,Belgian Grand Prix,Romain Grosjean,Soft,9,Soft,12,Medium,22,,,,,,,43
2015,Belgian Grand Prix,Daniil Kvyat,Soft,9,Medium,18,Soft,16,,,,,,,43
2015,Belgian Grand Prix,Sergio Perez,Soft,8,Soft,12,Soft,23,Medium,,,,,,43
2015,Belgian Grand Prix,Felipe Massa,Soft,9,Medium,12,Medium,22,,,,,,,43
2015,Belgian Grand Prix,Kimi Raikkonen,Soft,11,Soft,10,Medium,22,,,,,,,43
2015,Belgian Grand Prix,Max Verstappen,Soft,9,Soft,12,Medium,11,Soft,11,,,,,43
2015,Belgian Grand Prix,Valtteri Bottas,Soft,8,Soft,7,Soft,6,Medium,22,Medium,, Medium,,43
2015,Belgian Grand Prix,Marcus Ericsson,Soft,9,Medium,19,Soft,15,,,,,,,43
2015,Belgian Grand Prix,Felipe Nasr,Medium,10,Soft,17,Soft,16,,,,,,,43
2015,Belgian Grand Prix,Sebastian Vettel,Soft,14,Medium,28,,,,,,,,,42
2015,Belgian Grand Prix,Fernando Alonso,Medium,8,Soft,12,Soft,12,Soft,10,,,,,42
2015,Belgian Grand Prix,Jenson Button,Medium,11,Soft,9,Soft,15,Soft,7,,,,,42
2015,Belgian Grand Prix,Roberto Merhi,Soft,15,Soft,14,Medium,13,,,,,,,42
2015,Belgian Grand Prix,Will Stevens,Soft,16,Soft,14,Medium,12,,,,,,,42
2015,Belgian Grand Prix,Carlos Sainz,Soft,5,Medium,8,Soft,,,,,,,,13
2015,Belgian Grand Prix,Daniel Ricciardo,Soft,7,Medium,,,,,,,,,,7
2015,Belgian Grand Prix,Pastor Maldonado,Soft,,,,,,,,,,,,0
2015,Belgian Grand Prix,Nico Hulkenberg,,,,,,,,,,,,,0
2016,Belgian Grand Prix,Nico Rosberg,Soft,9,Medium,17,Medium,18,,,,,,,44
2016,Belgian Grand Prix,Daniel Ricciardo,Soft,9,Soft,16,Medium,19,,,,,,,44
2016,Belgian Grand Prix,Lewis Hamilton,Medium,9,Soft,12,Soft,11,Medium,12,,,,,44
2016,Belgian Grand Prix,Nico Hulkenberg,Super soft,6,Soft,3,Medium,14,,,,,,,23
2016,Belgian Grand Prix,Sergio Perez,Super soft,6,Soft,18,Medium,20,,,,,,,44
2016,Belgian Grand Prix,Sebastian Vettel,Soft,1,Soft,22,Soft,21,,,,,,,44
2016,Belgian Grand Prix,Fernando Alonso,Medium,9,Soft,14,Medium,21,,,,,,,44
2016,Belgian Grand Prix,Valtteri Bottas,Super soft,7,Soft,16,Medium,21,,,,,,,44
2016,Belgian Grand Prix,Kimi Raikkonen,Soft,1,Super soft,4,Soft,19,Medium,20,,,,,44
2016,Belgian Grand Prix,Felipe Massa,Super soft,2,Soft,20,Medium,22,,,,,,,44
2016,Belgian Grand Prix,Max Verstappen,Super soft,1,Medium,15,Soft,11,Soft,17,,,,,44
2016,Belgian Grand Prix,Esteban Gutierrez,Soft,7,Soft,15,Medium,22,,,,,,,44
2016,Belgian Grand Prix,Romain Grosjean,Soft,6,Soft,17,Medium,21,,,,,,,44
2016,Belgian Grand Prix,Daniil Kvyat,Soft,9,Soft,21,Medium,14,Super soft,9,,,,,53
2016,Belgian Grand Prix,Jolyon Palmer,Soft,6,Soft,16,Medium,12,Super soft,10,,,,,44
2016,Belgian Grand Prix,Esteban Ocon,Soft,6,Medium,18,Medium,19,,,,,,,43
2016,Belgian Grand Prix,Felipe Nasr,Soft,1,Medium,8,Soft,14,Medium,20,,,,,43
2016,Belgian Grand Prix,Kevin Magnussen,Soft,5,,,,,,,,,,,5
2016,Belgian Grand Prix,Marcus Ericsson,Soft,3,,,,,,,,,,,3
2016,Belgian Grand Prix,Carlos Sainz,Soft,1,,,,,,,,,,,1
2016,Belgian Grand Prix,Jenson Button,Super soft,1,,,,,,,,,,,1
2016,Belgian Grand Prix,Pascal Wehrlein,,,,,,,,,,,,,0
2017,Belgian Grand Prix,Lewis Hamilton,Ultra soft,12,Soft,18,Soft,14,,,,,,,44
2017,Belgian Grand Prix,Sebastian Vettel,Ultra soft,14,Soft,16,Ultra soft,14,,,,,,,44
2017,Belgian Grand Prix,Daniel Ricciardo,Ultra soft,14,Super soft,16,Ultra soft,14,,,,,,,44
2017,Belgian Grand Prix,Kimi Raikkonen,Ultra soft,15,Soft,14,Ultra soft,15,,,,,,,44
2017,Belgian Grand Prix,Valtteri Bottas,Ultra soft,13,Soft,17,Soft,14,,,,,,,44
2017,Belgian Grand Prix,Nico Hulkenberg,Ultra soft,11,Soft,18,Ultra soft,15,,,,,,,44
2017,Belgian Grand Prix,Romain Grosjean,Ultra soft,10,Soft,19,Super soft,15,,,,,,,44
2017,Belgian Grand Prix,Felipe Massa,Super soft,11,Soft,18,Ultra soft,15,,,,,,,44
2017,Belgian Grand Prix,Esteban Ocon,Ultra soft,10,Super soft,17,Super soft,2,Ultra soft,15,,,,,44
2017,Belgian Grand Prix,Carlos Sainz,Ultra soft,19,Soft,10,Super soft,15,,,,,,,44
2017,Belgian Grand Prix,Lance Stroll,Super soft,9,Soft,20,Ultra soft,15,,,,,,,44
2017,Belgian Grand Prix,Daniil Kvyat,Super soft,18,Ultra soft,12,Ultra soft,14,,,,,,,44
2017,Belgian Grand Prix,Jolyon Palmer,Ultra soft,8,Soft,22,Ultra soft,14,,,,,,,44
2017,Belgian Grand Prix,Stoffel Vandoorne,Super soft,18,Ultra soft,12,Ultra soft,14,,,,,,,44
2017,Belgian Grand Prix,Kevin Magnussen,Ultra soft,9,Soft,21,Super soft,4,Ultra soft,10,,,,,44
2017,Belgian Grand Prix,Marcus Ericsson,Super soft,8,Soft,15,Soft,6,Ultra soft,15,,,,,44
2017,Belgian Grand Prix,Sergio Perez,Ultra soft,12,Super soft,13,Super soft,4,Ultra soft,,,,,,29
2017,Belgian Grand Prix,Fernando Alonso,Ultra soft,10,Soft,15,,,,,,,,,25
2017,Belgian Grand Prix,Max Verstappen,Ultra soft,7,,,,,,,,,,,7
2017,Belgian Grand Prix,Pascal Wehrlein,Soft,2,,,,,,,,,,,2
2015,Brazilian Grand Prix,Nico Rosberg,Soft,13,Medium,20,Medium,15,Medium,23,,,,,71
2015,Brazilian Grand Prix,Lewis Hamilton,Soft,14,Medium,20,Medium,15,Medium,22,,,,,71
2015,Brazilian Grand Prix,Sebastian Vettel,Soft,13,Medium,19,Soft,15,Medium,24,,,,,71
2015,Brazilian Grand Prix,Kimi Raikkonen,Soft,12,Medium,34,Medium,25,,,,,,,71
2015,Brazilian Grand Prix,Valtteri Bottas,Soft,11,Medium,30,Medium,29,,,,,,,70
2015,Brazilian Grand Prix,Nico Hulkenberg,Soft,9,Medium,26,Medium,35,,,,,,,70
2015,Brazilian Grand Prix,Daniil Kvyat,Soft,10,Medium,29,Medium,31,,,,,,,70
2015,Brazilian Grand Prix,Felipe Massa,Soft,10,Medium,28,Medium,17,Medium,15,,,,,70
2015,Brazilian Grand Prix,Romain Grosjean,Soft,10,Medium,25,Medium,19,Soft,16,,,,,70
2015,Brazilian Grand Prix,Max Verstappen,Soft,11,Medium,23,Medium,19,Soft,17,,,,,70
2015,Brazilian Grand Prix,Pastor Maldonado,Medium,25,Soft,19,Medium,26,,,,,,,70
2015,Brazilian Grand Prix,Daniel Ricciardo,Soft,3,Medium,25,Medium,24,Soft,18,,,,,70
2015,Brazilian Grand Prix,Sergio Perez,Soft,10,Medium,23,Medium,18,Soft,19,,,,,70
2015,Brazilian Grand Prix,Felipe Nasr,Soft,14,Medium,25,Medium,31,,,,,,,70
2015,Brazilian Grand Prix,Jenson Button,Soft,12,Medium,19,Medium,20,Soft,19,,,,,70
2015,Brazilian Grand Prix,Fernando Alonso,Soft,13,Medium,19,Medium,20,Soft,18,,,,,70
2015,Brazilian Grand Prix,Marcus Ericsson,Soft,12,Medium,20,Medium,21,Soft,16,,,,,69
2015,Brazilian Grand Prix,Will Stevens,Soft,15,Medium,25,Medium,27,,,,,,,67
2015,Brazilian Grand Prix,Alexander Rossi,Soft,14,Medium,27,Medium,26,,,,,,,67
2015,Brazilian Grand Prix,Carlos Sainz,,,,,,,,,,,,,0
2016,Brazilian Grand Prix,Lewis Hamilton,Wet,20,Wet,8,Wet,43,,,,,,,71
2016,Brazilian Grand Prix,Nico Rosberg,Wet,20,Wet,8,Wet,43,,,,,,,71
2016,Brazilian Grand Prix,Max Verstappen,Wet,13,Intermediate,7,Wet,8,Wet,15,Intermediate,11,Wet,17,71
2016,Brazilian Grand Prix,Sergio Perez,Wet,20,Wet,8,Wet,43,,,,,,,71
2016,Brazilian Grand Prix,Sebastian Vettel,Wet,10,Intermediate,10,Wet,8,Wet,43,,,,,71
2016,Brazilian Grand Prix,Carlos Sainz,Wet,20,Wet,8,Wet,43,,,,,,,71
2016,Brazilian Grand Prix,Nico Hulkenberg,Wet,20,Wet,2,Wet,6,Wet,43,,,,,71
2016,Brazilian Grand Prix,Daniel Ricciardo,Wet,13,Intermediate,7,Wet,8,Wet,12,Wet,19,,,40
2016,Brazilian Grand Prix,Felipe Nasr,Wet,20,Wet,8,Wet,43,,,,,,,71
2016,Brazilian Grand Prix,Fernando Alonso,Wet,9,Intermediate,11,Wet,8,Wet,43,,,,,71
2016,Brazilian Grand Prix,Valtteri Bottas,Wet,9,Intermediate,11,Wet,8,Wet,10,,,,,38
2016,Brazilian Grand Prix,Esteban Ocon,Wet,20,Wet,8,Wet,43,,,,,,,71
2016,Brazilian Grand Prix,Daniil Kvyat,Wet,9,Intermediate,8,Intermediate,3,Wet,8,,,,,28
2016,Brazilian Grand Prix,Kevin Magnussen,Wet,7,Intermediate,13,Wet,8,Wet,13,,,,,41
2016,Brazilian Grand Prix,Pascal Wehrlein,Wet,20,Wet,8,Wet,24,Wet,19,,,,,71
2016,Brazilian Grand Prix,Jenson Button,Wet,8,Intermediate,12,Wet,8,Wet,6,Intermediate,10,Wet,27,61
2016,Brazilian Grand Prix,Esteban Gutierrez,Wet,12,Intermediate,8,Wet,8,Wet,32,Wet,,,,60
2016,Brazilian Grand Prix,Felipe Massa,Wet,9,Intermediate,11,Wet,8,Wet,3,Intermediate,,,,31
2016,Brazilian Grand Prix,Jolyon Palmer,Wet,9,Intermediate,8,Wet,,,,,,,,17
2016,Brazilian Grand Prix,Kimi Raikkonen,Wet,,,,,,,,,,,,0
2016,Brazilian Grand Prix,Marcus Ericsson,Wet,9,Intermediate,,,,,,,,,,9
2016,Brazilian Grand Prix,Romain Grosjean,,,,,,,,,,,,,
2017,Brazilian Grand Prix,Sebastian Vettel,Super soft,28,Soft,43,,,,,,,,,71
2017,Brazilian Grand Prix,Valtteri Bottas,Super soft,27,Soft,44,,,,,,,,,71
2017,Brazilian Grand Prix,Kimi Raikkonen,Super soft,29,Soft,42,,,,,,,,,71
2017,Brazilian Grand Prix,Lewis Hamilton,Soft,43,Super soft,28,,,,,,,,,71
2017,Brazilian Grand Prix,Max Verstappen,Super soft,28,Soft,34,Super soft,9,,,,,,,71
2017,Brazilian Grand Prix,Daniel Ricciardo,Soft,1,Soft,42,Super soft,28,,,,,,,71
2017,Brazilian Grand Prix,Felipe Massa,Super soft,27,Soft,44,,,,,,,,,71
2017,Brazilian Grand Prix,Fernando Alonso,Super soft,28,Soft,43,,,,,,,,,71
2017,Brazilian Grand Prix,Sergio Perez,Super soft,35,Soft,36,,,,,,,,,71
2017,Brazilian Grand Prix,Nico Hulkenberg,Super soft,30,Soft,41,,,,,,,,,71
2017,Brazilian Grand Prix,Carlos Sainz,Super soft,31,Soft,40,,,,,,,,,71
2017,Brazilian Grand Prix,Pierre Gasly,Soft,44,Super soft,27,,,,,,,,,71
2017,Brazilian Grand Prix,Marcus Ericsson,Soft,44,Super soft,27,,,,,,,,,71
2017,Brazilian Grand Prix,Pascal Wehrlein,Super soft,1,Soft,70,,,,,,,,,71
2017,Brazilian Grand Prix,Romain Grosjean,Super soft,1,Soft,48,,,,,,,,,49
2017,Brazilian Grand Prix,Lance Stroll,Super soft,28,Super soft,39,Super soft,4,,,,,,,71
2017,Brazilian Grand Prix,Brendon Hartley,Super soft,27,Soft,,,,,,,,,,27
2017,Brazilian Grand Prix,Esteban Ocon,Super soft,,,,,,,,,,,,0
2017,Brazilian Grand Prix,Stoffel Vandoorne,Super soft,,,,,,,,,,,,0
2017,Brazilian Grand Prix,Kevin Magnussen,Super soft,,,,,,,,,,,,0
2015,British Grand Prix,Lewis Hamilton,Medium,19,Hard,24,Intermediate,9,,,,,,,52
2015,British Grand Prix,Nico Rosberg,Medium,20,Hard,24,Intermediate,8,,,,,,,52
2015,British Grand Prix,Sebastian Vettel,Medium,14,Hard,29,Intermediate,9,,,,,,,52
2015,British Grand Prix,Felipe Massa,Medium,20,Hard,24,Intermediate,8,,,,,,,52
2015,British Grand Prix,Valtteri Bottas,Medium,21,Hard,23,Intermediate,8,,,,,,,52
2015,British Grand Prix,Daniil Kvyat,Medium,18,Hard,26,Intermediate,8,,,,,,,52
2015,British Grand Prix,Nico Hulkenberg,Medium,19,Hard,25,Intermediate,8,,,,,,,52
2015,British Grand Prix,Kimi Raikkonen,Medium,13,Hard,25,Intermediate,9,Intermediate,4,,,,,51
2015,British Grand Prix,Sergio Perez,Medium,20,Hard,24,Intermediate,7,,,,,,,51
2015,British Grand Prix,Fernando Alonso,Medium,1,Hard,16,Medium,20,Intermediate,14,,,,,51
2015,British Grand Prix,Marcus Ericsson,Medium,23,Hard,14,Intermediate,4,Medium,1,Intermediate,9,,,51
2015,British Grand Prix,Roberto Merhi,Medium,36,Intermediate,8,Intermediate,5,Intermediate,,,,,,49
2015,British Grand Prix,Will Stevens,Medium,36,Intermediate,8,Intermediate,,,,,,,,44
2015,British Grand Prix,Carlos Sainz,Medium,12,Hard,19,,,,,,,,,31
2015,British Grand Prix,Daniel Ricciardo,Medium,11,Hard,9, Hard,,,,,,,,20
2015,British Grand Prix,Max Verstappen,Hard,,,,,,,,,,,,0
2015,British Grand Prix,Pastor Maldonado,,,,,,,,,,,,,0
2015,British Grand Prix,Romain Grosjean,,,,,,,,,,,,,0
2015,British Grand Prix,Felipe Nasr,,,,,,,,,,,,,0
2015,British Grand Prix,Jenson Button,,,,,,,,,,,,,0
2016,British Grand Prix,Lewis Hamilton,Wet,7,Intermediate,10,Medium,35,,,,,,,52
2016,British Grand Prix,Nico Rosberg,Wet,7,Intermediate,10,Medium,35,,,,,,,52
2016,British Grand Prix,Max Verstappen,Wet,7,Intermediate,11,Medium,34,,,,,,,52
2016,British Grand Prix,Daniel Ricciardo,Wet,6,Intermediate,11,Medium,35,,,,,,,52
2016,British Grand Prix,Kimi Raikkonen,Wet,5,Intermediate,11,Medium,36,,,,,,,52
2016,British Grand Prix,Sergio Perez,Wet,7,Intermediate,10,Medium,35,,,,,,,52
2016,British Grand Prix,Nico Hulkenberg,Wet,5,Intermediate,12,Medium,35,,,,,,,52
2016,British Grand Prix,Carlos Sainz,Wet,5,Intermediate,12,Medium,35,,,,,,,52
2016,British Grand Prix,Sebastian Vettel,Wet,5,Intermediate,10,Medium,37,,,,,,,52
2016,British Grand Prix,Daniil Kvyat,Wet,6,Intermediate,10,Medium,36,,,,,,,52
2016,British Grand Prix,Felipe Massa,Wet,6,Intermediate,10,Medium,22,Soft,13,,,,,51
2016,British Grand Prix,Jenson Button,Wet,6,Intermediate,11,Medium,34,,,,,,,51
2016,British Grand Prix,Fernando Alonso,Wet,5,Intermediate,12,Medium,22,Medium,12,,,,,51
2016,British Grand Prix,Valtteri Bottas,Wet,5,Intermediate,11,Medium,35,,,,,,,51
2016,British Grand Prix,Felipe Nasr,Wet,7,Intermediate,9,Medium,35,,,,,,,51
2016,British Grand Prix,Esteban Gutierrez,Wet,5,Intermediate,12,Medium,34,,,,,,,51
2016,British Grand Prix,Kevin Magnussen,Wet,5,Intermediate,12,Medium,23,Soft,,,,,,40
2016,British Grand Prix,Jolyon Palmer,Wet,6,Intermediate,10,Medium,3,Medium,,,,,,19
2016,British Grand Prix,Rio Haryanto,Wet,6,Intermediate,11,Medium,,,,,,,,17
2016,British Grand Prix,Romain Grosjean,Wet,5,Intermediate,11,Medium,,,,,,,,16
2016,British Grand Prix,Marcus Ericsson,Wet,7,Intermediate,3,Intermediate,,,,,,,,10
2016,British Grand Prix,Pascal Wehrlein,Wet,5,Intermediate,,,,,,,,,,5
2017,British Grand Prix,Lewis Hamilton,Super soft,25,Soft,26,,,,,,,,,51
2017,British Grand Prix,Valtteri Bottas,Soft,32,Super soft,19,,,,,,,,,51
2017,British Grand Prix,Kimi Raikkonen,Super soft,24,Soft,25,Super soft,2,,,,,,,51
2017,British Grand Prix,Max Verstappen,Super soft,19,Soft,30,Super soft,2,,,,,,,51
2017,British Grand Prix,Daniel Ricciardo,Super soft,32,Soft,19,,,,,,,,,51
2017,British Grand Prix,Nico Hulkenberg,Super soft,24,Soft,27,,,,,,,,,51
2017,British Grand Prix,Sebastian Vettel,Super soft,18,Soft,32,Super soft,1,,,,,,,51
2017,British Grand Prix,Esteban Ocon,Super soft,20,Soft,30,,,,,,,,,50
2017,British Grand Prix,Sergio Perez,Super soft,23,Soft,27,,,,,,,,,50
2017,British Grand Prix,Felipe Massa,Soft,25,Super soft,25,,,,,,,,,50
2017,British Grand Prix,Stoffel Vandoorne,Super soft,26,Soft,24,,,,,,,,,50
2017,British Grand Prix,Kevin Magnussen,Soft,37,Super soft,13,,,,,,,,,50
2017,British Grand Prix,Romain Grosjean,Super soft,23,Soft,20,Super soft,7,,,,,,,50
2017,British Grand Prix,Marcus Ericsson,Soft,28,Super soft,22,,,,,,,,,50
2017,British Grand Prix,Daniil Kvyat,Super soft,1,Soft,26,Super soft,23,,,,,,,50
2017,British Grand Prix,Lance Stroll,Soft,22,Super soft,20,Super soft,8,,,,,,,50
2017,British Grand Prix,Pascal Wehrlein,Soft,2,Medium,1,Soft,28,Super soft,19,,,,,50
2017,British Grand Prix,Fernando Alonso,Super soft,20,Soft,,,,,,,,,,20
2017,British Grand Prix,Carlos Sainz,Super soft,,,,,,,,,,,,0
2017,British Grand Prix,Jolyon Palmer,Super soft,,,,,,,,,,,,0
2015,Canadian Grand Prix,Lewis Hamilton,Super soft,29,Soft,41,,,,,,,,,70
2015,Canadian Grand Prix,Nico Rosberg,Super soft,30,Soft,40,,,,,,,,,70
2015,Canadian Grand Prix,Valtteri Bottas,Super soft,28,Soft,42,,,,,,,,,70
2015,Canadian Grand Prix,Kimi Raikkonen,Super soft,26,Soft,14,Super soft,30,,,,,,,70
2015,Canadian Grand Prix,Sebastian Vettel,Super soft,7,Soft,28,Soft,35,,,,,,,70
2015,Canadian Grand Prix,Felipe Massa,Soft,37,Super soft,33,,,,,,,,,70
2015,Canadian Grand Prix,Pastor Maldonado,Super soft,17,Soft,53,,,,,,,,,70
2015,Canadian Grand Prix,Nico Hulkenberg,Super soft,28,Soft,41,,,,,,,,,69
2015,Canadian Grand Prix,Daniil Kvyat,Super soft,27,Soft,42,,,,,,,,,69
2015,Canadian Grand Prix,Romain Grosjean,Super soft,27,Soft,22,Soft,29,,,,,,,78
2015,Canadian Grand Prix,Sergio Perez,Super soft,24,Soft,45,,,,,,,,,69
2015,Canadian Grand Prix,Carlos Sainz,Super soft,27,Soft,42,,,,,,,,,69
2015,Canadian Grand Prix,Daniel Ricciardo,Super soft,23,Soft,46,,,,,,,,,69
2015,Canadian Grand Prix,Marcus Ericsson,Super soft,28,Soft,41,,,,,,,,,69
2015,Canadian Grand Prix,Max Verstappen,Soft,39,Super soft,30,,,,,,,,,69
2015,Canadian Grand Prix,Felipe Nasr,Super soft,26,Soft,42,,,,,,,,,68
2015,Canadian Grand Prix,Will Stevens,Soft,34,Super soft,13,Super soft,19,,,,,,,66
2015,Canadian Grand Prix,Roberto Merhi,Soft,35,Super soft,,,,,,,,,,35
2015,Canadian Grand Prix,Jenson Button,Soft,44,Soft,,,,,,,,,,44
2015,Canadian Grand Prix,Fernando Alonso,Super soft,31,Soft,,,,,,,,,,31
2016,Canadian Grand Prix,Lewis Hamilton,Ultra soft,24,Soft,46,,,,,,,,,70
2016,Canadian Grand Prix,Sebastian Vettel,Ultra soft,11,Super soft,26,Soft,33,,,,,,,70
2016,Canadian Grand Prix,Valtteri Bottas,Ultra soft,23,Soft,47,,,,,,,,,70
2016,Canadian Grand Prix,Max Verstappen,Ultra soft,20,Soft,26,Ultra soft,24,,,,,,,70
2016,Canadian Grand Prix,Nico Rosberg,Ultra soft,21,Soft,30,Soft,19,,,,,,,70
2016,Canadian Grand Prix,Kimi Raikkonen,Ultra soft,11,Super soft,22,Soft,37,,,,,,,70
2016,Canadian Grand Prix,Daniel Ricciardo,Ultra soft,21,Soft,17,Soft,32,,,,,,,70
2016,Canadian Grand Prix,Nico Hulkenberg,Ultra soft,21,Soft,30,Soft,18,,,,,,,69
2016,Canadian Grand Prix,Carlos Sainz,Ultra soft,13,Soft,35,Ultra soft,21,,,,,,,69
2016,Canadian Grand Prix,Sergio Perez,Soft,30,Super soft,16,Soft,23,,,,,,,69
2016,Canadian Grand Prix,Fernando Alonso,Ultra soft,17,Soft,52,,,,,,,,,69
2016,Canadian Grand Prix,Daniil Kvyat,Ultra soft,17,Soft,27,Ultra soft,25,,,,,,,69
2016,Canadian Grand Prix,Esteban Gutierrez,Ultra soft,13,Soft,28,Ultra soft,27,,,,,,,68
2016,Canadian Grand Prix,Romain Grosjean,Ultra soft,17,Soft,22,Ultra soft,7,Ultra soft,22,,,,,68
2016,Canadian Grand Prix,Marcus Ericsson,Ultra soft,14,Soft,25,Soft,29,,,,,,,68
2016,Canadian Grand Prix,Kevin Magnussen,Soft,39,Ultra soft,29,,,,,,,,,68
2016,Canadian Grand Prix,Pascal Wehrlein,Ultra soft,11,Soft,27,Soft,30,,,,,,,68
2016,Canadian Grand Prix,Felipe Nasr,Ultra soft,9,Soft,26,Soft,33,,,,,,,68
2016,Canadian Grand Prix,Rio Haryanto,Super soft,15,Soft,29,Soft,24,,,,,,,68
2016,Canadian Grand Prix,Felipe Massa,Ultra soft,22,Soft,,,,,,,,,,22
2016,Canadian Grand Prix,Jolyon Palmer,Ultra soft,,,,,,,,,,,,0
2016,Canadian Grand Prix,Jenson Button,Super soft,,,,,,,,,,,,0
2017,Canadian Grand Prix,Lewis Hamilton,Ultra soft,32,Super soft,38,,,,,,,,,70
2017,Canadian Grand Prix,Valtteri Bottas,Ultra soft,23,Soft,47,,,,,,,,,70
2017,Canadian Grand Prix,Daniel Ricciardo,Ultra soft,18,Soft,52,,,,,,,,,70
2017,Canadian Grand Prix,Sebastian Vettel,Ultra soft,5,Super soft,44,Ultra soft,21,,,,,,,70
2017,Canadian Grand Prix,Sergio Perez,Ultra soft,19,Super soft,51,,,,,,,,,70
2017,Canadian Grand Prix,Esteban Ocon,Ultra soft,32,Super soft,38,,,,,,,,,70
